f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,ela_level.lda_mda_10,ic.m0,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_level.mmce_lda_50,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,ela_level.qda_mda_50,disp.ratio_mean_02,ela_meta.quad_simple.cond,disp.ratio_median_10,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_25,disp.ratio_median_02,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_50,disp.diff_median_10,nbc.dist_ratio.coeff_var,disp.diff_mean_02,ela_distr.number_of_peaks
3,3,0.46405316166171307,-0.15360344907260312,0.10449707401673998,0.026886979098059767,-0.04528574174100149,-0.0064331516973671656,-0.03545682325165506,-0.04241039064039195,-0.013599774358541815,-0.00549358957310147,-0.012611826234415388,-0.013861660637413302,-0.014410601882640378,-0.011373817531184062,-0.021403640025818276,-0.014219225248016915,-0.021140614238995104,-0.0014633536233091258,-0.005535364843984835,-0.0025343608690947947,-0.015553825029392253,-0.007286885901636971,-0.0036087617240721627,-0.007760982563549151,-0.006156877556335459,-0.010761993259990143,0.007131130611549709,-0.01830747032839108,0.001355756606861959,-0.00832310313440682
3,4,0.4520718247340827,-0.14232809403188618,0.11234161537982568,0.024323910340114163,-0.04735444637723095,-0.011316099946708074,-0.042933849225740534,-0.039033449701201574,-0.01771428306124004,-0.013876095995293863,-0.006584215695135064,-0.012909769808056996,-0.017187927361404686,-0.011898562938388603,-0.02390248037195674,-0.00258459482090265,-0.026038488858751742,0.005733795987765179,-0.005649869532037544,0.019922988355309226,-0.014394151812761153,-0.004503338952517503,-0.00403416436620123,0.020385252138655153,-0.008556114741217754,-0.010691257726768634,0.020245523830191077,-0.01764333936040881,0.009625863076924136,-0.014658844010553871
4,1,0.4146057522630743,-0.1365732767514277,0.12820600884015504,0.0179360820692386,-0.04284168787975115,0.01549687445225371,-0.03994835613993729,-0.00802720365889433,0.024056178494004623,-0.006048879215322833,0.0027026409980127797,-0.01305194388582844,0.011343666140728062,-0.010476735364164609,-0.024255225862274923,-0.0005340894888595679,-0.000691721452785459,0.006946763925148627,-0.0077312849850030485,0.014642123043373511,-0.012705270534772193,-0.001332787165980369,-0.000461004949111872,0.02207387749380888,-0.006216850927159239,0.01447892088996962,0.021348742315841534,-0.010878838496769204,0.009891496295367924,-0.014764682772744314
4,2,0.4392561941830823,-0.14086105263860055,0.10497122771549892,0.024326741224052685,-0.04130087656176388,-0.0006491622287821802,-0.033615137886998395,-0.03529558040314123,-0.01370155201604881,-0.013051479356907696,-0.006978413337686432,-0.01384321537351211,0.0026685971405542588,-0.010677845027415804,-0.020928414528561878,-0.0035720665343686527,-0.020880600137447695,0.006871947523519478,-0.005799628327009989,0.01869948298751477,-0.016103426276548562,-0.004297595833629315,-0.003989021765584676,0.017824634914351628,-0.007121587757707051,-0.01058455099472155,0.020675901616915206,-0.015083818686742828,0.009348651530151299,-0.011831964144677139
4,3,0.41269775274534276,-0.13906054157910333,0.11842466721603966,0.017115435136144788,-0.04527746127843763,0.0014592392722121074,-0.040130810833321366,-0.0386657737616078,-0.0040753018440627,-0.0057312399369250375,0.002274280306183805,-0.01618725437075768,0.009642326247771088,-0.010342157846100002,-0.023437544200423478,-0.0016576604644779713,-0.02222731471804102,0.006091676253913026,-0.006092102899388403,0.018807876794356738,-0.015099466872725417,-0.0047436375521943295,-0.004951396570295384,0.019622806750345022,-0.00958462751801442,-0.0054937828807239885,0.02099763252218127,-0.016367052255549505,0.008175099440101674,-0.013428751007841955
4,4,0.40903988833029514,-0.13839680988945346,0.11741574595589449,0.01979185995255824,-0.04271752643761268,0.003482765964023679,-0.03591502005939968,-0.03786526205719464,-0.003419778172207941,-0.005093443399430985,0.001653048688441701,-0.015197523121445228,0.008603355221838345,-0.0115673027359907,-0.022351395779417887,-0.002105008735285094,-0.02205891755720754,0.0057655555310879075,-0.006131509095785683,0.01587826210179232,-0.015565047441727957,-0.004608365020306483,-0.0019927752490922525,0.01896259571812065,-0.0076439390904422385,-0.007901777271444876,0.021480288324727786,-0.015114208940505556,0.008041525001989956,-0.01315033645442732
5,1,-0.3798355584863773,-0.1828159256681446,-0.3144939846835505,-0.0899229406456685,-0.06072586527220831,-0.03507221390689532,-0.04339038704414312,-0.006914559252017489,-0.023132486328749743,-0.018979057279245645,-0.02800234877955708,0.011504549808198008,-0.0479192051474661,-0.001706554382881152,0.0018152576265421853,-0.02749828892015434,-0.007222045409375925,-0.0014599925376282228,-0.004359388100921044,-0.005025380178292593,-0.0037103068193633073,-0.002100008847595016,-0.00099214719963265,-0.008423672839022699,-0.005804541265386537,-0.011477415597391375,-0.00693205293148851,0.00040822147320900373,-0.0025395699702363723,-0.0021880859043144755
5,2,-0.3714399710862825,-0.18280009699804842,-0.3168075629690992,-0.08979756506103195,-0.06052081557825725,-0.03455838275351091,-0.04228624299473106,-0.00709440274698255,-0.02315018964453918,-0.018879902930564733,-0.027549158280802368,0.011287911885811575,-0.04717520325301247,-0.0014671641287322887,0.0029859472085286597,-0.026635825430233354,-0.007144337673846816,-0.002049028133999091,-0.005148187509013722,-0.0067140377326463,-0.0036212550951279024,-0.00118449344477867,-0.0010146598784384598,-0.008587304636212552,-0.005923037972114663,-0.011079245308048534,-0.007705859624211145,0.0004634124637430485,-0.0030940363124647057,-0.0021559442397756103
5,3,-0.37009040565737616,-0.18265183050510134,-0.31543445965697,-0.08926700169278712,-0.06029863442640378,-0.033926206647136664,-0.043413086044879125,-0.006568999458337601,-0.021987542120544462,-0.017652719245847548,-0.026580263839091307,0.011629041151042206,-0.045873327733191686,-0.0008213081678691914,0.0033373209270192473,-0.026429760713476243,-0.007119427364367461,-0.0018302698882889398,-0.0043175953304168445,-0.0064037135086940315,-0.0035740459004232434,-0.0013824607558631827,0.0005242273193504322,-0.008162234221503436,-0.005124949037780325,-0.010528353854826962,-0.00726101341843132,0.0014027417513639163,-0.00255486820401162,-0.0020787517712689356
5,4,-0.3681714791231084,-0.18264074312199322,-0.3177337552499571,-0.08881851480710426,-0.06019753152657218,-0.03442439111748102,-0.0405961655015906,-0.0067298319553801495,-0.02535527878312436,-0.017982877008216075,-0.02672108788053101,0.011202761840078276,-0.04756810244401354,-0.0008703516777384518,0.002596172607491339,-0.026471125660895874,-0.006106826946888197,-0.0019750676054479817,-0.0045221559464004146,-0.006555097385899207,-0.003553220467928511,-0.0015920057102720964,0.0002499843940486796,-0.00834139016320891,-0.005525738387251014,-0.010485930804368408,-0.007141230192289674,0.0013879712853484862,-0.0029195564957884175,-0.002138535946381152
6,1,0.43697287447590694,-0.15473590053893838,0.09179864254663889,0.026491867402801832,-0.0437569490013004,-0.010937958805290953,-0.031525030692661826,-0.04401844910281403,-0.016234368357494436,-0.007042786800151463,-0.013497966062290768,0.008400673655837083,-0.014513690078741455,-0.013790791906946966,-0.02270013177756728,-0.00218468900656705,-0.005354492526701616,-0.012641914693219522,0.00794421102513621,-0.03220873908777571,-0.016779003197197905,-0.0013725042141312519,-0.0031111136465974214,-0.031946473470788654,-0.0064027553400214715,-0.0112030625354403,-0.030813155888449455,-0.01803397123271103,-0.01526018572442235,-0.005447062423223741
6,2,0.44201862519628426,-0.15435992234735182,0.09631990133264054,0.025891527639979022,-0.04556362789373226,-0.00942510292627322,-0.032980990500244695,-0.045469044649866314,-0.018212826012380636,-0.007369460129651005,-0.015936412997483503,0.0069014696471531925,-0.016983208529260694,-0.011727905335189921,-0.021571702528075852,-0.002467576111492754,0.007897107056401061,-0.01645258414863021,-0.0010472521178873176,-0.015059670935761106,-0.016340900732930305,-0.0024483629150106887,-0.0038992327908960117,-0.03349311258587217,-0.006627714668617414,-0.011918413431090891,-0.025585034942064974,-0.016895694040887334,-0.015326286835228952,-0.006486524821795863
6,3,0.43635379036423255,-0.1563435106317583,0.09322034827448658,0.02439147078690329,-0.0444066323406753,-0.010033811311733188,-0.033888697179535576,-0.045710307393104305,-0.020062175709399353,-0.00960123262400396,-0.01343028911751988,0.00865278370368337,-0.01659498313564486,-0.01352101870064118,-0.0232118040737959,-0.004026338430670287,0.007988020582259297,-0.021274126285299257,0.0015389615649394725,-0.021156596053733316,-0.018603504927806377,-0.0013628294476650611,-0.004112835442626192,-0.033345774055690926,-0.006518330689176598,-0.011785121531339458,-0.038035859361637836,-0.014905022944155799,-0.014388565403140237,-0.006446768666277656
6,4,0.44216358969774655,-0.15329543028092302,0.09220800399439863,0.027276506370929272,-0.04387148870208658,-0.014983433656369468,-0.031249494731333875,-0.0431340528625166,-0.015329719308563057,-0.0053419207162311525,-0.01205487971401286,0.006090518703355117,-0.014395187243735286,-0.01364614633666521,-0.022575072163063578,-0.01675363617122644,0.007254467566377531,-0.01307224807051808,0.0016001132915234423,-0.027966966390951715,-0.01721172193516169,-0.001548140029703471,-0.0021133032627207904,-0.034521248408368614,-0.005757113561861695,-0.009441197971079784,-0.03628367445108132,-0.0167508730739493,-0.016049349734012057,-0.004980119571313282
7,1,0.39230019962713225,-0.15796349692269754,-0.017433850940744497,0.01642290040302874,-0.058684237316590185,-0.019401178241458362,-0.037487074246731554,-0.041754099266894565,-0.017593858061615265,-0.008853391023175972,-0.011879023811190147,-0.006214215337552907,-0.013276700692022803,-0.01281104801006894,-0.020987539703379337,-0.0010252710305529212,-0.0028142125132227967,-0.015284954214857843,-0.00028167195803179576,-0.04236905066190215,-0.01711351349050332,0.004649818194761112,-0.00404529216926347,-0.04047610709147112,-0.0066926136072089195,-0.008245950721496274,-0.03748503747150447,-0.023023616299315184,-0.016872808287919507,-7.97385398822161e-05
7,2,0.4009340121265684,-0.15622213347924718,0.08142278929945282,0.013400139713711528,-0.0568837915166386,-0.01984270884359844,-0.04372154125020903,-0.04532529187297966,-0.009817324473688589,-0.010095563455504452,-0.01369099231185462,-0.0062358712733009995,-0.01839425663120378,-0.013683685446650296,-0.023805870011879476,-0.0011565709159036658,0.007321929090702979,-0.01748182832690912,0.0007630075533377441,-0.04965858848774162,-0.019041575027429123,-0.002153255283525299,-0.005499653987879343,-0.04853066700058903,-0.00927981522972101,-0.010192283044888761,-0.04695758998956957,-0.022432628097956313,-0.019835534402586674,-0.0007714609767057767
7,3,0.3955318369905929,-0.15307384645640254,0.08921855659753944,0.016232224063264914,-0.05836776176235474,-0.019095279313252955,-0.043702914011964744,-0.03277988939540208,-0.00991398590140993,-0.011590111748902423,-0.017224684418299656,0.008973411393702203,-0.018722324529928037,-0.012674916945604823,-0.023285258586058913,-0.0003628112525666705,0.0069002485010597634,-0.01884488441118985,-5.973018230802878e-05,-0.04659089998573383,-0.014954194143213688,-0.001604799656164121,-0.005707170427262984,-0.051573694487234756,-0.012534142970546147,-0.009985230809996646,-0.049149240915172074,-0.01949979589916438,-0.022281864043085926,-0.0007536049408612434
7,4,0.37613017891018535,-0.160792424128142,0.07713437702966125,-0.0028511694374462613,-0.06605627362925673,-0.023287417408337042,-0.05593195769041294,-0.05314403815178256,-0.019534826354220464,-0.013134661886524221,-0.016393689953617785,-0.007324229014326763,-0.020888450593901462,-0.014074588203223225,-0.03419739991649946,-0.004848184807589284,0.00771880049202708,-0.023914168388463043,-0.018846062424104373,-0.05019353379505551,-0.021068354504370057,-0.010354281695132955,-0.00447213972140813,-0.062408424517184764,-0.017287986199594377,-0.011994528135886811,-0.06397375303851557,-0.028600135633062775,-0.03000541612487797,-0.0004974225445897177
8,1,0.45702501789515304,-0.13403154322746183,0.13248869673793562,0.02608187951593189,-0.04826401021129959,-0.0008551518962389056,-0.035746703321006004,-0.03378933452599161,-0.011784164146650228,-0.005757500532761635,-0.0014005030751817835,0.0053847213438052806,0.0007440981471206251,-0.008530692601931598,0.011713590704116166,-0.001978989536272613,0.013615166694899294,0.008749980536385057,-0.005987284976528825,0.01577725228156957,-0.013506214969360733,-0.004853541098586753,-0.005621358082438189,0.024996741833995077,-0.008257446205515957,-0.007154084236061149,0.022912136476209207,0.011859369946817098,0.01056477225935101,0.008957979709319205
8,2,0.4825537859499368,-0.13820258395399493,0.11540491735544268,0.026365231272509133,-0.04493148761996931,-0.009112466329199851,-0.03593236800422221,-0.03728819975582744,-0.016488292748121695,-0.01086148156760999,-0.0090105112017962,-0.0023995945919957212,-0.018791724942987642,-0.01217674006329724,-0.0024639821232935464,-0.003370524850350376,0.014295816053897887,0.008011257139280628,-0.008228549758549381,0.016618179987933163,-0.015724455707459974,-0.00458624058115647,-0.0072417334675308085,0.022432414275776403,-0.008091622725415666,-0.007785451889978778,0.02054995301293331,0.012177904698793639,0.008393174057425484,-0.01123879762419704
8,3,0.4904455261858871,-0.1352097055777004,0.1183411458269592,0.03007742728844895,-0.04498696197798782,-0.006462139222739303,-0.034668238346877364,-0.035033283155510166,-0.0146077822991265,-0.0071182836398195485,-0.00559153481712129,0.01033189002298756,-0.017594252401122223,-0.00817644934733443,-0.0002879879005885971,-0.014685313147296123,0.014041672105529514,0.008795631716637786,-0.004438198136134491,0.016067856402458513,-0.014593828321531284,-0.00395985141644064,-0.0046369289452591785,0.024512986185288337,-0.007459993656150918,-0.007234744319599274,0.02162804578841325,0.010997074111483193,0.010219910668285346,0.009309674087530324
8,4,0.45700968329217884,-0.13458790647289376,0.130618438465307,0.024946477974258082,-0.048279779399107374,-0.0009517663692527796,-0.035712719644148176,-0.03482389225006791,-0.013276775030412198,-0.005549817032908898,-0.001455515598214783,-0.0013156819757842127,0.0007407071630081316,-0.008847526351194363,0.011658791290388307,-0.0022749249278146665,0.01661171593269563,0.008359750803098042,-0.006149536573689999,0.01602694626410177,-0.014322781891215774,-0.005093139013259114,-0.005942831141551503,0.024022832483890155,-0.008289291270764306,-0.006911084593454054,0.02324238832880504,0.012788894801600831,0.010035751027743303,0.0010368310202224103
9,1,0.47314187783617995,-0.12606143554089888,0.2369641397554232,0.030949299237251985,-0.038128055346646414,0.017442360261076782,-0.030139047208501614,0.12974222209291983,0.024054947056122288,-0.005241004058978688,0.022312678470192616,0.00791011974028567,0.014753539264446157,0.029103109320258436,0.033039445153285725,0.011162371137811026,0.010944592624358544,0.003309238753026049,0.008438078336193703,0.014233011857764754,0.051797177025695376,0.009715442151281365,0.010814607264819144,0.017794966461400254,0.02030883305142409,0.01767661340973269,0.022120792284111342,0.02926114947486519,0.006012258437958204,0.0016322640193695624
9,2,0.479300009443049,-0.12648425254601417,0.2371346528713018,0.030929423323422387,-0.04199084080077171,0.01695960486025657,-0.029020817936720743,0.12967176434879069,0.025076891917737553,-0.0054081250281178455,0.022700154263366523,-0.0008887583101544846,0.01421687978904865,0.02875260858731682,0.03470284687407762,0.010989581431672998,0.011522089421444196,0.00425370525372245,0.009512638324801712,0.014279457164642044,0.051347412012722964,0.0099103120799734,0.010412750353591606,0.017418075690842808,0.020053786071851536,0.02677360907283414,0.022342474420446193,0.02957491496407813,0.005422998544111788,0.001162378265917489
9,3,0.47827406770343134,-0.12558036137867346,0.23910302757237265,0.030944260014656128,-0.0379361994769623,0.01739667186779254,-0.029862795474364184,0.1323438408027592,0.02501011739615534,-0.00489203289594392,0.023224127575255726,0.006658404336628396,0.015166099594733,0.03060170830775446,0.035058376442012686,0.011620086541772132,0.010685956440987876,0.005096331443785653,0.008694543467701609,0.014166413676993565,0.05221340266222584,0.010122103718336576,0.010914703360306421,0.017700502625910712,0.021190238146512285,0.027504907138205564,0.023316724207753305,0.02906917855347626,0.005909577903211225,-0.0020730473323471617
9,4,0.477746670687391,-0.12637827864692178,0.23320857335214384,0.03055651199895792,-0.04233559850568867,0.017291656988879252,-0.030431926285792374,0.12957493381199248,0.024195202815176738,-0.005295111312788951,0.022316936825954252,0.006584632886971746,0.014430867399879668,0.028570929884437723,0.03380847611828124,0.010930291385059375,0.01066631105995641,0.004354841499468005,0.008468720356634964,0.0139191863208542,0.05090188885219877,0.00995029954789916,0.010595181999008843,0.017203329271296357,0.019883255538095383,0.026665703141447155,0.022185856576708542,0.028942712835727497,0.005673938925069238,0.0012106651004493941
10,1,0.4481527253969372,1.3864582226866429,0.028507955170910176,0.3494993368880384,0.46148144148672265,-0.015512085237151665,0.37400163258290203,-0.015782859976007427,-0.011012562514621233,0.002235937111576227,-0.02296189609255116,0.0018053051033034464,-0.013339534481780048,-0.008653043817990428,-0.011595198861961257,-0.025609241941581925,0.0006744175165779427,-0.006925840637518573,-0.006802278299400766,-0.014502575602347361,-0.026272575857079226,-0.01882150704487741,-0.0020512728359046717,-0.02597219313261732,-0.0126330138541797,-0.01966028133929577,-0.02402457386155369,-0.0015427363425563852,-0.005382548042129429,-0.02210452899752853
10,2,0.41850395791401473,1.495671313392776,0.03997549291864719,0.3047249031581059,0.46654156985661466,-0.013683124578236134,0.23165442403750072,-0.013492279218598115,-0.012929704633929158,0.010007408399124208,-0.02453244616656342,0.0019284267224087101,-0.014419291193606501,-0.009296801081569703,-0.012591030911320333,-0.029393948979436126,-0.004608179498316706,-0.0049502475312543,-0.009804123932384593,-0.014210287869976117,-0.02298733770031069,-0.021019224664063096,-0.0037142390613048143,-0.025561668700104706,-0.011874642370330854,-0.004890766747938807,-0.02323625633888428,-0.0009399024317017582,-0.005427405925422117,-0.021602074049452514
10,3,0.5172821030686207,1.279225081778489,0.09740632435673907,0.02836883764469467,0.07365004324643028,-0.016417477067256762,0.16346910658260097,0.12341510288226303,0.10445345521074448,0.006294170662421024,-0.011681820537766504,-0.0005019226763561936,-0.01552874508674647,-0.007043023534003631,-0.011825776490038355,0.0025360069960112964,0.005085431020659998,-0.000355679260017569,-0.0003133853492770974,-0.010980658262477136,-0.018388414742422997,-0.013237366978229807,-0.003248000761260453,-0.02080009210840604,-0.010939655125428218,-0.0047156915319590525,-0.01925751305960216,0.0005918171387828488,-0.007029189582603188,-0.007852243183151836
10,4,0.505017616653202,1.2989048342150469,0.032397326691336464,0.3533618488126269,0.46729848198646756,-0.015430477415581652,0.410487681574047,-0.01887393064256952,-0.009857327863676104,0.004369334793062594,-0.01975084496876655,-0.0026554410952437813,-0.013259912306084722,-0.00690964627616355,-0.007989644011658753,-0.0033409021848378653,0.005269783491185865,-0.006882268533242992,-0.006170247466579941,-0.017905306752502778,-0.023376137192542067,-0.014020239170993485,0.0015759866529357134,-0.025143451523446693,-0.013328505436903509,-0.01918264110814572,-0.02354225770114369,0.0007681267053186256,-0.005391569553110107,-0.013579725997384077
11,1,0.4858296820032323,-0.1138527331089165,0.13136206435796813,0.03294159385181521,-0.0348330313583957,-0.020021008866121317,-0.025672922323589222,0.15298176395196914,0.03194664515930057,-0.0010211188639112601,-0.015565899381212228,0.007056649906086162,-0.021092664458528212,0.03990104029425152,-0.014776439939577128,0.010241260536051174,-0.010222857609814687,-0.011823945593887691,-0.007388942930112316,-0.022151824061880942,0.058141485555459,-0.0018874546436117425,-0.0005813600033921337,-0.026837497501558713,0.02112302672193311,-0.005674821719407371,-0.02218481153603997,-0.006051820441923318,-0.007781309549383165,-0.00659689978424801
11,2,0.48224302250781076,-0.11896584407064881,0.1297304189600905,0.03336200739982569,-0.03506680002272906,-0.02006192889418625,-0.02677825265444746,0.14994134532220307,0.03146154739209838,-0.0014967568287098314,-0.015679050025505403,0.0035583899156538335,-0.02202398645793384,0.03864071649490775,-0.01782227838598666,0.010021436079223048,-0.010592257188984096,-0.012783988307263013,-0.008491855713687997,-0.024593070082257227,0.05848437299552304,-0.0031821179797988266,-0.0009897134982941036,-0.027518260947247332,0.02419645851394298,-0.008591345020784279,-0.023044162743342554,-0.006794293339131133,-0.008327185343386315,-0.007658381243234548
11,3,0.31793384905826855,0.9395599555220225,0.07877716393619519,0.0013614509546559638,0.027159206492762936,-0.017080003904070596,-0.060198324670205895,0.10460119416646411,0.02614288399947206,-0.09768221201556353,-0.02254079179188024,0.004163833280807786,-0.01760926697327933,-0.006645965927707178,-0.029657695736197743,-0.007612984996556203,-0.00783102352926323,-0.027399323857851373,-0.012528508768675192,-0.05697446306108579,-0.014439233604669964,-0.007087650200319607,-0.009376178548391822,-0.0711398954749606,-0.010163639492921026,-0.016874966575033234,-0.030150365829782685,-0.021132040665823807,-0.019993064738713113,-0.00766227944955083
11,4,0.3139521756957383,0.9038156483681966,0.07568732000600228,0.03346939511615773,0.03036629259218834,-0.016794333436772273,0.004630472718320964,0.10301539250423632,0.024636736710534613,-0.09824135613133143,-0.02103635728806941,-0.0012157500316421366,-0.01551857201974511,-0.006257583959634955,-0.031041240616973838,-0.01091601984677479,0.004541064672434419,-0.02598177804493291,-0.012158647637633973,-0.05652228252497909,-0.01489132694622625,-0.008056453588610986,-0.02370613195775322,-0.07265403035378898,-0.006586896835919817,-0.013217121496575565,-0.03174784477863624,-0.022031936709829385,-0.019830701523262467,-0.007557438673921012
